date,ore_extracted,equipment_workload,avg_processing_cost,pit_utilization_rate,production_intensity,operational_cost,haul_trips,safety_compliance_score,efficiency_index,operational_noise,revenue,profit,risk_zone,mine_region,shutdown_risk
4/7/2020,770.099.437.210.087,721.225.114.124.997,188.286.189.467.181,711.067.109.108.292,375.968.401.072.043,431.180.039.111.035,162.575.178.192.928,797.215.523.728.362,106.776.569.773.833,834.031.960.990.626,352.950.093.994.292,12.073.949.490.008,High Risk,Papua,No
4/8/2020,936.120.446.345.949,913.922.678.538.406,NA,645.235.683.437.646,494.306.903.990.707,465.246.474.295.751,109.578.614.279.162,741.849.229.578.512,102.428.845.276.391,-102.041.831.380.148,362.002.899.061.049,121.610.063.309.492,Medium Risk,Papua,No
4/9/2020,944.201.653.091.352,830.127.971.383.101,545.164.156.807.587,868.664.919.779.272,862.574.450.297.337,461.998.948.219.803,161.613.262.358.587,808.819.848.698.251,1.137.416.983.454,-189.568.421.334.023,408.440.961.654.155,NA,Low Risk,Kalimantan,No
4/11/2020,872.371.153.666.469,817.525.555.652.085,200.002.326.075.919,987.586.373.722.419,824.871.206.610.358,504.189.211.632.497,328.619.456.354.063,759.454.241.805.245,106.708.731.933.234,182.427.911.084.546,401.566.465.921.662,130.999.792.931.128,Low Risk,Papua,No
4/12/2020,925.806.963.133.044,87.284.779.077.006,336.286.119.122.524,903.076.118.967.908,61.968.319.575.198,617.611.614.415.923,159.662.605.365.738,90.938.306.913.441,106.067.400.630.786,-158.579.539.599.121,409.691.355.595.272,156.587.923.090.509,Low Risk,Kalimantan,No
4/13/2020,824.164.513.424.173,704.731.980.982.297,316.920.528.726.187,748.583.477.717.004,505.185.205.124.137,442.117.083.950.893,135.463.723.868.597,827.342.277.273.624,116.947.227.551.019,-183.374.023.598.624,36.245.706.054.099,112.485.900.834.501,Low Risk,Papua,No
4/14/2020,938.213.124.511.714,791.441.902.745.365,606.576.504.609.548,733.558.539.681.674,620.648.408.493.169,414.968.813.828.611,379.497.707.707.342,784.216.851.293.631,118.544.787.843.205,298.707.831.357.963,389.257.552.463.591,153.064.280.425.832,Low Risk,Sulawesi,No
4/15/2020,673.633.078.080.195,549.294.373.587.324,469.830.134.806.689,649.732.386.647.195,358.512.347.711.276,570.177.862.408.243,397.169.088.099.618,651.057.297.963.206,112.272.179.680.033,-148.855.472.916.813,346.801.465.426.234,106.016.309.769.384,Medium Risk,Papua,No
4/16/2020,775.693.738.320.356,764.315.084.760.157,456.575.615.312.904,705.676.766.413.977,420.299.028.012.222,377.911.891.753.187,282.675.293.006.469,734.787.662.254.757,101.488.738.582.697,-121.210.713.792.867,382.464.835.222.338,NA,Medium Risk,Papua,No
4/17/2020,12.938.405.048.836,125.357.950.730.176,NA,922.640.849.173.526,438.663.494.681.629,633.704.265.413.614,393.576.173.332.985,705.121.830.713.692,103.211.682.812.883,-140.115.820.562.494,486.834.998.159.078,169.823.846.625.391,Low Risk,Kalimantan,No
4/18/2020,98.952.417.730.126,592.870.286.610.454,NA,643.913.309.996.834,564.626.873.189.977,622.332.301.510.234,219.123.138.792.347,66.677.536.555.867,164.920.696.216.877,-819.446.134.592.336,392.833.194.852.565,126.130.652.316.988,Medium Risk,Kalimantan,No
4/19/2020,845.047.612.050.189,59.786.356.121.282,18.982.884.407.742,746.700.988.513.077,53.555.207.393.193,426.680.065.331.259,108.819.549.644.832,848.275.732.366.004,140.841.268.675.032,145.921.412.141.547,402.275.067.131.969,144.696.680.405.172,Low Risk,Sulawesi,No
4/20/2020,106.329.048.970.652,116.232.712.589.412,204.014.265.791.047,549.153.434.254.745,379.738.252.692.045,549.678.602.558.532,134.754.952.616.058,7.422.324.468.121,914.794.523.863.995,-298.168.758.546.021,391.310.764.280.708,127.860.014.822.373,High Risk,Kalimantan,No
4/21/2020,914.116.532.220.624,697.576.556.799.657,314.378.019.908.909,78.166.079.672.085,597.020.015.349.403,373.939.694.522.942,32.410.862.987.861,897.259.741.006.774,131.041.750.659.513,-311.527.755.501.277,382.402.219.042.872,129.944.718.099.489,Medium Risk,Sulawesi,No
4/22/2020,934.162.687.789.524,666.798.834.127.281,181.933.901.018.929,697.474.443.145.058,238.027.390.893.504,NA,120.264.297.102.112,614.895.521.507.151,140.096.628.844.916,-817.297.283.521.249,400.135.489.198.936,152.276.556.172.649,Low Risk,Papua,No
4/23/2020,120.868.307.443,812.923.308.044.076,25.509.742.657.654,492.308.624.850.146,555.979.318.716.122,621.428.779.251.594,233.217.010.349.035,7.513.377.037.675,148.683.530.472.036,-79.693.252.759.442,459.826.512.803.474,157.327.615.575.865,Medium Risk,Kalimantan,No
4/24/2020,558.008.649.087.345,40,563.354.515.784.886,637.360.076.825.101,726.835.609.253.666,536.391.519.735.888,982.650.338.695.385,850.579.827.881.235,930.014.415.145.575,-321.076.938.199.311,250.642.630.044.523,88.927.737.342.339,Medium Risk,Sulawesi,No
4/25/2020,996.093.543.873.593,116.732.770.526.767,385.146.115.487.441,638.518.772.674.247,538.129.020.199.034,537.284.684.330.325,20.597.808.892.373,934.732.716.164.955,853.310.976.325.359,159.227.140.256.884,453.012.027.238.082,149.454.867.936.763,Low Risk,Kalimantan,No
4/26/2020,618.704.066.386.535,594.685.792.562.066,262.080.373.158.678,773.406.191.291.331,655.922.605.076.494,NA,196.591.045.742.389,85.438.319.586.235,103.117.344.397.756,785.320.268.382.452,342.356.569.157.727,118.644.024.918.202,Low Risk,Kalimantan,No
4/27/2020,577.857.132.868.496,520.925.126.654.615,372.884.321.685.415,785.627.346.491.898,601.893.721.412.196,52.514.659.718.155,32.453.163.447.557,890.870.848.683.478,963.095.221.447.493,-166.072.663.800.991,302.978.608.549.346,109.953.276.580.038,Medium Risk,Sulawesi,No
4/28/2020,533.686.576.831.741,690.143.069.191.641,211.171.640.495.304,840.460.698.849.227,855.218.044.219.939,462.572.085.681.904,380.578.100.590.501,698.277.612.421.627,773.298.466.152.596,829.390.979.747.464,370.506.295.026.024,119.361.399.247.936,Low Risk,Sulawesi,No
4/29/2020,796.073.126.807.345,493.043.404.488.294,53.261.595.858.261,661.579.523.048.862,441.565.017.476.334,55.056.442.374.739,342.951.001.022.011,593.843.146.071.247,132.678.854.467.891,679.674.738.598.564,363.143.855.718.605,108.612.326.517.597,Medium Risk,Kalimantan,No
4/30/2020,742.769.486.527.092,72.835.857.857.709,443.844.963.340.089,755.265.298.522.611,722.748.758.548.959,463.683.606.465.314,160.514.210.541.733,832.117.710.552.997,10.197.854.578.416,153.079.974.478.052,343.921.841.980.063,110.167.065.988.449,High Risk,Papua,No
5/1/2020,103.415.556.206.201,855.056.243.152.207,605.430.401.484.482,733.859.176.153.288,756.747.987.949.553,479.949.011.357.579,259.106.516.002.212,840.555.743.671.627,120.945.910.908.685,199.573.498.629.981,449.167.706.913.204,139.463.402.519.177,Low Risk,Sulawesi,No
5/2/2020,107.457.560.324.049,794.200.549.226.648,543.095.804.562.327,713.133.399.275.194,722.432.831.871.399,791.632.685.014.915,180.302.594.855.893,870.348.493.426.256,135.302.802.835.739,-655.566.637.167.647,355.525.399.915.118,921.246.615.069.511,Low Risk,Papua,No
5/3/2020,684.988.320.848.418,729.096.378.463.188,567.523.122.411.221,693.848.495.449.781,671.078.096.410.447,407.297.554.157.307,374.388.298.548.292,786.704.534.280.236,939.503.117.944.787,207.276.776.568.223,360.786.986.450.567,128.450.593.592.238,Low Risk,Papua,No
5/4/2020,832.939.005.130.734,738.687.339.789.952,31.142.659.572.186,844.335.308.694.078,377.809.500.490.094,388.716.578.192.763,216.661.656.887.736,841.307.580.118.103,112.759.344.889.758,470.090.950.729.825,405.546.698.746.571,164.326.712.827.187,Medium Risk,Papua,No
5/5/2020,333.880.849.111.174,40,608.774.558.692.239,723.018.022.334.807,918.744.287.131.312,618.217.196.649.569,214.198.631.385.807,791.290.598.904.555,556.468.081.851.956,-567.986.448.956.278,238.316.859.824.381,779.985.499.972.949,Medium Risk,Sulawesi,No
5/7/2020,114.827.722.896.325,746.031.209.405.626,576.611.595.184.077,739.480.569.899.428,503.409.068.484.204,602.483.682.955.351,341.394.172.178.116,715.379.209.647.137,153.918.122.256.319,103.558.302.638.608,460.012.265.272.089,151.049.226.134.323,High Risk,Kalimantan,No
5/8/2020,919.181.996.130.476,708.205.540.907.677,NA,633.102.914.307.948,663.559.264.791.542,500.761.084.096.297,344.798.060.813.919,826.065.313.097.255,129.790.285.875.538,-121.783.830.526.403,415.638.506.441.292,127.392.434.823.767,Low Risk,Papua,No
5/9/2020,82.210.087.691.332,482.261.628.857.222,352.420.925.600.454,672.848.434.257.955,618.640.775.249.579,600.086.050.481.573,17.745.085.075.032,802.754.731.997.446,137.016.812.818.887,819.610.781.668.951,324.825.451.186.103,85.424.412.645.471,Low Risk,Papua,No
5/10/2020,748.800.992.503.046,966.757.414.782.132,60.695.710.836.444,833.306.024.306.479,805.640.359.708.578,566.691.710.700.215,304.178.902.760.614,640.645.648.820.653,774.549.003.766.158,-111.870.300.485.561,340.277.565.662.223,106.733.759.149.034,High Risk,Sulawesi,Yes
5/11/2020,672.285.596.275.546,645.141.635.901.112,483.869.031.181.093,744.397.130.508.147,519.205.336.724.266,459.191.860.206.183,193.206.729.751.546,894.513.805.811.323,104.207.442.035.038,482.328.237.110.253,284.958.738.927.474,960.223.204.870.346,Low Risk,Sulawesi,No
5/12/2020,72.302.021.137.547,729.444.529.665.118,348.008.407.580.201,67.889.198.682.845,512.229.536.887.707,535.338.778.949.594,405.289.905.339.014,813.621.858.138.778,99.119.286.247.496,421.227.904.387.948,39.420.353.996.038,1.256.221.729.015,Low Risk,Papua,No
5/13/2020,966.400.368.227.696,927.324.748.205.014,629.523.716.624.826,728.975.226.680.716,851.053.480.954.574,460.016.805.132.649,120.538.916.280.493,74.719.776.885.688,104.213.801.054.951,39.256.734.947.204,397.342.482.789.919,128.776.938.711.076,Low Risk,Papua,No
5/14/2020,907.349.141.963.641,972.905.894.430.113,646.467.058.495.618,703.925.011.299.126,679.699.066.124.241,NA,396.435.977.721.121,754.454.250.966.093,932.617.581.164.032,808.294.989.274.976,347.953.149.877.471,130.302.707.654.594,Low Risk,Sulawesi,No
5/15/2020,124.245.911.425.153,844.661.937.605.928,486.430.680.688.936,725.772.350.465.739,310.526.901.058.085,NA,32.454.730.264.144,815.772.965.681.453,147.095.430.601.869,-873.769.736.919.962,490.892.089.237.389,17.195.246.634.664,Medium Risk,Papua,No
5/16/2020,840.502.035.286.237,707.994.695.999.691,31.208.913.935.814,83.268.122.329.882,35.422.390.162.766,383.029.655.151.158,19.484.692.283.906,841.635.473.104.772,118.715.866.098.325,256.963.619.557.356,379.977.842.401.106,128.171.437.454.725,Low Risk,Sulawesi,No
5/17/2020,933.200.301.944.428,728.563.564.926.105,633.635.737.008.881,427.220.681.831.633,572.385.474.512.395,570.994.207.930.382,274.317.545.257.509,591.457.583.470.446,128.087.698.434.258,-335.698.331.249.915,336.492.952.526.796,974.544.705.003.337,High Risk,Papua,Yes
5/18/2020,727.620.929.023.703,461.932.320.308.734,593.186.253.225.431,614.450.798.251.458,804.315.449.804.585,NA,117.152.036.027.983,83.832.579.273.532,121.270.154.837.284,-567.568.958.475.468,382.646.312.289.205,134.407.696.406.887,Low Risk,Sulawesi,No
5/19/2020,801.624.317.951.006,498.227.348.561.938,302.542.967.142.072,754.183.163.937.991,511.334.034.802.069,64.014.604.307.561,396.496.954.502.072,811.283.355.910.038,133.604.052.991.834,-849.470.132.137.495,403.229.524.293.459,138.243.802.781.733,Low Risk,Sulawesi,No
5/20/2020,948.494.891.908.851,87.102.289.236.338,463.684.033.043.683,531.935.432.409.907,440.640.029.013.784,575.236.446.420.071,11.993.566.746.125,697.600.458.836.335,108.894.370.081.969,423.085.944.625.527,359.501.900.692.129,117.388.697.805.982,Medium Risk,Sulawesi,No
5/21/2020,106.483.396.951.734,948.368.617.404.388,471.452.728.435.397,483.463.540.654.806,314.317.705.346.016,531.263.005.518.426,239.325.478.796.382,698.637.671.098.073,112.280.599.544.902,154.917.262.950.191,422.348.565.056.418,151.266.583.964.101,Low Risk,Papua,No
5/22/2020,120.553.774.747.204,789.652.639.612.725,332.782.308.319.584,595.637.555.894.564,362.895.049.974.096,532.589.348.550.936,400.131.692.995.783,737.291.460.069.033,152.666.841.975.389,-737.724.057.793.692,470.421.193.911.061,152.278.978.298.476,Medium Risk,Kalimantan,No
5/23/2020,788.698.309.975.777,818.912.339.603.502,598.852.192.109.916,865.750.379.388.535,851.180.892.234.488,378.442.220.535.854,199.511.410.777.923,72.564.828.889.123,963.104.683.900.167,922.511.387.557.874,348.312.015.530.162,129.550.015.666.335,Low Risk,Sulawesi,No
5/24/2020,661.696.975.438.462,488.295.979.487.879,614.073.420.404.457,616.757.111.628.101,630.263.192.439.273,602.987.973.447.993,308.933.928.406.332,761.380.651.282.157,110.282.829.239.744,203.357.083.235.326,283.899.832.045.141,110.300.909.292.287,Low Risk,Papua,No
5/25/2020,770.385.933.905.125,86.776.544.276.606,199.375.283.413.101,636.936.237.584.636,18.081.835.598.197,455.220.766.779.126,203.596.599.628.218,671.579.029.365.608,887.781.301.188.335,-411.600.431.154.834,354.423.977.915.858,113.698.554.248.463,Medium Risk,Sulawesi,No
5/26/2020,106.601.603.365.954,984.470.175.040.362,NA,827.870.126.282.464,551.929.415.316.567,332.096.040.018.403,350.820.177.861.024,877.509.886.246.325,108.283.222.863.083,-106.109.541.633.524,44.924.351.917.462,186.604.455.548.199,Low Risk,Sulawesi,No
5/27/2020,981.784.504.589.496,965.304.849.253.125,202.458.066.323.306,927.950.714.887.396,463.581.304.293.685,556.258.967.580.657,397.463.321.490.213,872.409.122.464.706,10.170.719.699.058,-698.796.332.718.004,453.960.752.726.681,150.968.389.300.503,Low Risk,Papua,No
5/28/2020,855.597.820.196.088,980.525.031.140.969,264.287.739.330.903,624.853.899.077.986,182.660.645.099.452,380.134.433.743.693,230.080.678.530.503,681.782.555.349.307,872.591.512.733.222,979.970.870.160.516,340.968.812.171.212,141.972.076.652.655,Medium Risk,Papua,No
5/29/2020,107.545.502.686.516,114.230.298.765.716,362.180.004.622.787,584.222.111.589.591,481.805.764.721.528,499.208.997.496.584,315.753.129.066.434,947.910.229.630.981,941.479.658.624.454,-442.499.798.684.841,455.515.489.814.068,15.343.836.834.199,High Risk,Sulawesi,No
5/30/2020,85.772.279.332.016,779.906.506.846.221,309.948.352.284.264,469.678.878.088.769,308.777.968.311.295,594.367.567.724.168,335.139.032.173.902,794.706.176.190.279,10.997.764.293.423,163.621.710.352.727,365.337.229.030.441,123.737.587.741.218,Low Risk,Kalimantan,No
5/31/2020,118.542.234.820.005,893.883.769.752.493,498.414.527.943.823,776.894.936.710.397,770.546.890.758.861,502.437.363.842.224,384.556.452.145.334,732.319.475.381.835,132.614.819.545.083,-193.210.256.887.946,491.984.220.661.409,184.450.203.750.476,High Risk,Sulawesi,No
6/1/2020,637.796.189.552.831,722.144.432.645.877,348.489.404.865.541,676.749.515.661.079,655.461.506.673.486,492.117.798.566.597,363.704.901.079.182,720.365.605.167.752,883.197.544.313.952,-736.445.077.627.994,325.999.452.113.839,966.478.560.990.655,Medium Risk,Kalimantan,No
6/2/2020,822.987.990.608.731,619.586.262.067.655,592.229.209.505.022,693.266.421.566.579,584.913.566.506.817,382.082.652.328.974,312.612.718.278.542,851.101.967.358.861,132.828.637.591.526,317.756.259.731.406,381.217.903.717.863,128.477.451.832.322,Low Risk,Sulawesi,No
6/4/2020,956.954.652.980.343,11.118.738.050.757,NA,59.243.167.049.167,408.096.583.497.135,530.401.185.928.136,413.492.008.612.957,736.810.359.355.951,860.668.403.744.965,-976.685.844.305.159,384.087.368.278.852,120.996.514.688.204,Low Risk,Papua,No
6/5/2020,113.889.184.451.458,111.295.210.949.554,217.639.127.313.159,100,433.731.854.184.242,72.678.084.671.761,126.635.174.558.032,845.655.505.020.414,102.330.714.394.423,-201.046.974.576.414,42.016.418.842.565,1.433.047.623.049,Medium Risk,Kalimantan,No
6/6/2020,80.802.592.695.025,730.279.441.891.412,264.119.997.187.518,100,451.951.690.555.126,618.186.014.456.448,375.321.090.335.492,752.152.864.943.857,110.646.128.125.622,77.313.634.612.848,359.596.889.203.972,113.388.081.782.018,Low Risk,Sulawesi,No
6/7/2020,904.527.754.765.072,67.665.801.969.802,438.741.679.145.023,657.466.903.210.893,612.191.991.949.213,3.830.031.927.687,171.245.536.438.655,804.083.990.710.712,133.675.760.640.323,-110.607.816.137.627,345.936.985.785.614,139.901.165.256.365,Medium Risk,Papua,No
6/8/2020,10.073.454.489.212,812.195.852.935.226,346.329.898.517.579,58.975.310.803.542,386.626.276.094.367,295.996.614.534.411,228.679.013.564.251,65.485.662.491.416,124.027.406.109.095,109.332.731.449.816,430.833.608.392.221,158.358.940.797.081,Low Risk,Papua,No
6/9/2020,688.182.316.483.497,40,484.749.755.184.166,749.147.429.671.764,461.168.861.356.248,331.797.245.141.149,111.175.960.055.552,786.632.942.908.439,114.697.052.747.249,-66.829.222.606.821,296.133.633.152.639,115.602.593.923.457,Medium Risk,Kalimantan,No
6/10/2020,619.393.634.917.254,688.443.190.861.647,527.432.228.596.881,751.007.871.110.739,7.139.832.007.743,625.590.834.612.526,397.968.128.139.619,743.438.549.037.471,899.701.882.652.116,-45.325.425.378.745,291.742.855.230.177,984.049.478.934.638,Low Risk,Kalimantan,No
6/11/2020,607.232.203.371.657,48.360.325.636.192,627.237.471.924.163,880.846.193.460.218,575.723.335.658.415,572.632.353.114.868,277.007.410.568.185,724.646.093.572.059,10.120.536.722.861,-114.235.797.254.861,297.657.314.160.102,964.771.740.372.656,High Risk,Kalimantan,No
6/12/2020,958.107.838.248.908,563.140.522.399.216,NA,737.856.503.373.997,649.408.113.122.238,57.524.523.522.916,126.489.271.419.123,636.776.046.622.274,159.684.639.708.151,-654.650.060.376.578,361.833.545.169.295,113.072.588.776.887,Low Risk,Papua,No
6/13/2020,756.294.993.273.696,40,442.729.005.774.017,51.489.559.192.441,480.663.141.555.094,54.067.079.405.551,384.217.790.120.747,600.056.939.462.716,126.049.165.545.616,554.223.375.894.557,362.004.677.291.362,128.729.567.908.652,Low Risk,Papua,No
6/14/2020,773.615.572.337.237,645.775.872.815.442,296.958.911.963.739,635.819.941.805.145,630.543.700.039.128,519.702.411.463.789,3.035.742.464.941,681.059.439.339.498,119.796.295.418.168,875.787.593.694.205,329.685.058.631.316,945.544.193.971.305,High Risk,Papua,Yes
6/15/2020,719.582.127.512.089,500.333.219.773.851,512.281.923.021.656,503.535.466.768.956,368.391.334.512.202,527.378.957.287.629,392.531.855.371.781,76.942.417.682.557,119.930.354.585.348,322.213.600.056.142,344.086.767.992.186,145.708.071.462.225,Low Risk,Papua,No
6/16/2020,957.679.144.890.919,116.484.899.334.886,246.437.210.559.379,776.960.501.465.952,542.541.123.515.226,461.311.365.254.734,205.942.509.965.971,752.009.652.082.957,822.148.750.918.914,199.711.230.376.246,379.401.746.367.708,126.044.996.442.681,Medium Risk,Sulawesi,No
6/18/2020,720.625.250.207.915,527.644.114.348.988,625.513.795.025.181,532.455.157.737.149,697.878.884.154.836,772.680.823.609.986,329.442.253.347.952,782.769.735.704.071,120.104.208.367.986,141.672.022.061.158,286.999.373.862.612,761.738.361.665.817,Low Risk,Papua,No
6/19/2020,108.384.517.364.165,680.765.771.677.137,298.245.908.701.792,555.812.351.526.049,516.064.035.936.985,466.688.539.673.512,106.964.120.159.391,650.912.764.932.717,159.209.704.531.926,276.418.335.830.166,426.452.632.686.193,167.283.621.871.371,Low Risk,Papua,No
6/20/2020,879.474.892.730.013,108.477.753.187.637,56.125.876.337.057,841.444.073.909.489,78.660.795.811.785,66.881.152.507.816,110.005.211.639.218,854.696.447.598.898,810.742.172.368.523,-165.190.289.132.542,333.628.176.545.695,125.249.920.322.992,Medium Risk,Kalimantan,No
6/21/2020,8.316.108.859.175,639.439.882.687.249,35.796.689.057.257,742.866.493.862.422,226.876.495.586.357,352.201.107.769.172,294.508.068.559.226,653.853.091.303.771,130.053.021.156.993,135.607.206.091.712,377.543.909.225.645,121.368.244.199.722,Medium Risk,Papua,No
6/22/2020,73.618.687.245.831,605.730.374.823.631,NA,496.566.643.681.285,273.447.996.751.654,534.550.846.091.202,136.421.816.283.837,703.443.998.473.983,121.537.057.254.668,21.323.109.795.757,327.905.370.100.519,117.293.723.274.221,Medium Risk,Papua,No
6/23/2020,133.224.792.341.799,102.154.088.396.648,345.319.975.838.065,720.023.786.313.209,519.405.213.082.829,722.181.348.462.422,408.876.760.737.039,971.527.113.774.624,130.415.526.615.546,51.046.991.494.502,441.007.668.093.723,165.485.503.780.182,Low Risk,Kalimantan,No
6/24/2020,836.171.106.353.961,816.951.711.749.098,479.583.905.031.905,911.372.621.765.962,695.651.952.424.813,6.471.779.548,294.558.165.399.358,699.517.331.596.793,10.235.257.412.751,-139.868.799.694.554,365.363.218.915.082,10.828.075.259.991,Medium Risk,Papua,No
6/25/2020,978.931.509.838.787,775.527.996.010.247,354.282.780.159.265,761.093.827.427.479,86.233.204.589.504,54.640.430.411.399,380.464.759.825.263,827.468.938.775.865,126.227.746.112.966,640.673.064.336.444,424.445.688.606.744,143.378.559.086.721,Medium Risk,Papua,No
6/26/2020,841.980.465.425.873,105.851.919.030.367,61.425.236.822.106,83.531.611.601.644,671.158.831.121.279,591.020.659.334.761,181.015.219.646.506,845.744.557.826.746,795.432.405.136.014,190.108.857.051.196,339.644.441.720.609,122.548.419.869.081,High Risk,Sulawesi,No
6/27/2020,69.008.580.839.476,509.856.641.820.869,601.036.875.220.016,749.135.011.495.491,578.680.669.176.614,386.272.148.340.058,275.106.455.334.462,78.204.803.351.227,115.014.301.399.127,-122.419.118.250.355,327.635.779.960.008,112.348.857.102.184,Low Risk,Sulawesi,No
6/28/2020,695.426.217.408.131,429.267.218.603.771,213.372.592.951.637,804.259.218.926.287,355.629.790.099.317,NA,132.527.069.309.726,837.423.331.016.003,115.904.369.568.022,128.631.465.901.993,304.114.611.346.174,NA,High Risk,Papua,No
6/29/2020,108.168.920.244.623,966.917.472.411.118,320.005.506.591.406,808.319.517.516.099,278.773.560.476.449,580.115.798.221.347,295.548.657.607.287,741.742.536.454.032,111.869.857.905.134,-694.798.755.515.403,401.199.667.069.273,132.099.506.143.928,Low Risk,Papua,No
6/30/2020,777.055.917.475.528,831.293.823.571.448,34.636.556.484.038,848.509.389.436.778,636.363.301.118.078,686.245.111.729.001,290.781.771.079.637,76.206.722.233.096,934.754.830.893.727,-655.006.601.560.004,34.601.602.057.754,122.736.545.526.147,Low Risk,Kalimantan,No
7/1/2020,596.267.357.191.186,451.208.426.725.503,569.481.902.103.871,690.898.405.160.981,533.701.529.446.974,NA,277.904.486.325.569,87.753.275.458.107,993.778.928.651.977,-383.505.216.638.186,296.649.890.000.543,783.189.825.057.348,Low Risk,Kalimantan,No
7/2/2020,856.978.679.886.203,65.296.683.843.123,340.323.629.330.378,764.551.862.170.336,486.571.332.143.548,619.495.928.551.021,116.832.029.633.224,763.859.326.998.862,131.243.828.851.266,860.903.680.928.925,351.230.394.030.766,114.371.102.925.027,High Risk,Papua,No
7/3/2020,885.059.034.411.522,631.814.252.894.089,546.856.580.930.762,833.886.372.304.837,582.870.089.391.922,419.038.191.090.924,418.174.228.866.119,902.432.088.260.238,140.082.157.114.598,100.587.393.462.886,363.190.814.409.751,133.225.329.225.936,Medium Risk,Papua,No
7/4/2020,680.919.169.111.862,632.302.813.054.512,300.678.488.004.487,791.231.643.473.503,396.192.829.322.188,391.645.297.539.995,212.850.784.566.253,817.627.484.751.685,107.688.777.442.329,358.130.721.823.287,308.551.041.573.115,946.917.136.266.809,Low Risk,Sulawesi,No
7/5/2020,10.937.941.800.148,863.499.635.485.583,350.457.098.430.488,853.483.482.576.442,737.908.205.135.657,691.750.768.234.013,246.655.075.019.225,788.026.252.959.709,126.669.906.397.784,-503.413.902.504.587,438.140.766.921.747,141.998.589.300.364,Medium Risk,Sulawesi,No
7/6/2020,11.451.346.317.011,99.374.902.247.592,343.921.339.078.806,953.588.844.830.048,702.249.063.379.716,531.045.537.114.087,161.977.824.086.789,810.528.934.048.256,115.233.786.982.552,141.347.449.639.816,441.631.409.361.123,139.177.772.047.813,Low Risk,Sulawesi,No
7/7/2020,997.466.187.832.692,81.767.048.873.939,215.634.974.711.575,740.668.933.445.765,357.209.222.901.453,NA,262.623.802.490.998,68.683.854.920.422,121.988.771.952.684,304.873.128.776.939,376.367.554.130.417,116.131.275.950.115,Medium Risk,Kalimantan,No
7/8/2020,104.164.997.119.273,100.443.156.324.892,56.756.395.363.016,724.194.985.696.129,56.390.718.727.469,629.670.482.115.114,179.754.694.565.199,761.839.511.200.436,103.705.419.991.326,302.739.033.112.137,365.207.221.815.632,114.776.123.024.487,Low Risk,Sulawesi,No
7/9/2020,62.528.968.389.613,457.148.002.632.993,50.548.742.336.221,685.252.422.270.644,502.362.380.179.801,NA,196.030.255.069.491,614.105.776.510.307,104.214.947.316.022,-157.973.752.890.669,273.499.814.112.184,762.569.789.323.633,Medium Risk,Sulawesi,No
7/10/2020,846.416.908.366.127,858.253.048.113.141,594.757.004.857.529,617.258.263.342.435,612.123.592.810.099,552.743.063.190.733,39.942.112.674.471,613.971.435.782.314,986.209.032.670.452,35.697.678.245.604,342.037.015.839.844,121.197.965.280.261,Medium Risk,Kalimantan,No
7/11/2020,122.965.651.645.408,108.040.954.704.359,486.666.246.920.358,919.119.329.901.547,10.896.064.576.089,263.444.170.153.057,335.064.599.742.182,837.270.317.877.056,113.813.925.452.518,-156.858.337.782.516,526.684.272.491.906,21.485.636.866.495,Low Risk,Papua,No
7/12/2020,635.115.406.880.273,580.097.914.495.524,56.209.350.887.686,7.725.501.062.578,527.620.303.683.669,44.313.502.469.139,333.097.522.761.673,837.796.571.026.224,105.852.567.813.379,372.616.423.256.149,340.240.293.846.408,129.944.093.520.813,Low Risk,Papua,No
7/13/2020,888.127.344.314.801,976.840.385.034.007,635.070.264.970.418,611.436.474.585.878,532.084.519.706.837,425.540.414.816.776,411.575.299.466.494,747.881.811.606.691,909.183.688.473.201,-112.267.222.710.636,398.659.761.349.091,NA,Medium Risk,Kalimantan,No
7/14/2020,673.552.100.170.174,493.276.936.194.606,195.914.835.610.893,922.692.739.140.364,632.129.129.424.346,832.391.501.208.282,196.394.904.619.083,604.725.596.118.094,112.258.683.361.696,-28.274.234.163.919,323.081.314.362.839,125.672.972.671.337,Low Risk,Kalimantan,No
7/15/2020,94.715.220.531.025,557.334.477.301.738,228.636.389.782.187,872.419.010.834.291,539.933.888.834.812,592.419.018.330.003,406.040.646.533.947,789.366.692.015.388,157.858.700.885.042,-530.927.511.270.528,405.952.511.524.974,129.013.046.100.603,Low Risk,Sulawesi,No
7/16/2020,111.635.500.235.659,833.811.679.828.524,NA,977.248.237.492.351,770.894.490.444.159,613.826.795.854.477,168.850.480.006.076,691.108.180.910.429,13.388.574.774.896,-21.077.449.200.581,420.504.625.027.339,NA,High Risk,Papua,No
7/17/2020,753.061.057.019.486,627.210.257.504.561,383.637.120.793.574,595.667.933.608.534,438.066.216.100.768,448.581.482.670.615,125.227.486.642.543,817.667.209.327.638,12.006.516.921.704,867.943.723.513.984,329.820.776.421.767,140.301.274.525.257,Low Risk,Papua,No
7/18/2020,935.595.799.650.127,626.104.071.760.034,33.352.785.655.763,775.693.900.900.442,539.202.425.960.696,552.341.006.902.926,248.599.041.297.566,743.549.519.493.347,149.431.355.241.004,195.340.921.840.347,423.562.156.528.222,133.609.765.386.342,Low Risk,Sulawesi,No
